y,z,b
-65.426,-99.382,-107476
-65.453,-100.382,-107478
-65.481,-101.498,-107480
-65.509,-102.765,-107482
-65.537,-104.17,-107484
-65.565,-105.646,-107486
-65.592,-107.156,-107488
-65.62,-108.67,-107490
-65.648,-110.277,-107492
-65.676,-111.985,-107494
-65.703,-113.692,-107496
-65.731,-115.408,-107498
-65.759,-117.117,-107500
-65.787,-118.826,-107502
-65.815,-120.449,-107504
-65.842,-121.988,-107506
-65.87,-123.56,-107508
-65.898,-125.149,-107510
-65.926,-126.719,-107512
-65.953,-128.228,-107514
-65.981,-129.689,-107516
-66.009,-131.113,-107518
-66.037,-132.41,-107520
-66.065,-133.572,-107522
-66.092,-134.649,-107524
-66.12,-135.638,-107526
-66.148,-136.529,-107528
-66.176,-137.326,-107530
-66.203,-138.046,-107532
-66.231,-138.721,-107534
-66.259,-139.466,-107536
-66.287,-140.291,-107538
-66.315,-141.158,-107540
-66.342,-142.05,-107542
-66.37,-142.978,-107544
-66.398,-143.888,-107546
-66.426,-144.65,-107548
-66.453,-145.305,-107550
-66.481,-146.044,-107552
-66.509,-146.958,-107554
-66.537,-148.107,-107556
-66.565,-149.397,-107558
-66.592,-150.624,-107560
-66.62,-151.769,-107562
-66.648,-152.843,-107564
-66.676,-153.784,-107566
-66.703,-154.543,-107568
-66.731,-155.045,-107570
-66.759,-155.437,-107572
-66.787,-155.719,-107574
-66.815,-155.711,-107576
-66.842,-155.489,-107578
-66.87,-155.024,-107580
-66.898,-154.107,-107582
-66.926,-152.856,-107584
-66.953,-151.329,-107586
-66.981,-149.557,-107588
-67.009,-147.555,-107590
-67.037,-145.324,-107592
-67.065,-142.882,-107594
-67.092,-140.308,-107596
-67.12,-137.67,-107598
-67.148,-135.003,-107600
-67.176,-132.402,-107602
-67.203,-129.826,-107604
-67.231,-127.314,-107606
-67.259,-125.028,-107608
-67.287,-122.812,-107610
-67.315,-120.68,-107612
-67.342,-118.713,-107614
-67.37,-116.93,-107616
-67.398,-115.356,-107618
-67.426,-113.983,-107620
-67.453,-112.705,-107622
-67.481,-111.548,-107624
-67.509,-110.556,-107626
-67.537,-109.67,-107628
-67.565,-108.879,-107630
-67.592,-108.211,-107632
-67.62,-107.7,-107634
-67.648,-107.278,-107636
-67.676,-106.914,-107638
-67.703,-106.666,-107640
-67.731,-106.912,-107642
-67.759,-107.274,-107644
-67.787,-107.694,-107646
-67.815,-108.201,-107648
-67.842,-108.867,-107650
-67.87,-109.656,-107652
-67.898,-110.538,-107654
-67.926,-111.527,-107656
-67.953,-112.685,-107658
-67.981,-113.962,-107660
-68.009,-115.339,-107662
-68.037,-116.911,-107664
-68.065,-118.698,-107666
-68.092,-120.68,-107668
-68.12,-122.812,-107670
-68.148,-125.03,-107672
-68.176,-127.345,-107674
-68.203,-129.86,-107676
-68.231,-132.448,-107678
-68.259,-135.069,-107680
-68.287,-137.754,-107682
-68.315,-140.422,-107684
-68.342,-143.011,-107686
-68.37,-145.467,-107688
-68.398,-147.706,-107690
-68.426,-149.711,-107692
-68.453,-151.487,-107694
-68.481,-153.019,-107696
-68.509,-154.28,-107698
-68.537,-155.205,-107700
-68.565,-155.673,-107702
-68.592,-155.883,-107704
-68.62,-155.884,-107706
-68.648,-155.597,-107708
-68.676,-155.2,-107710
-68.703,-154.693,-107712
-68.731,-153.93,-107714
-68.759,-152.976,-107716
-68.787,-151.88,-107718
-68.815,-150.741,-107720
-68.842,-149.538,-107722
-68.87,-148.253,-107724
-68.898,-147.101,-107726
-68.926,-146.191,-107728
-68.953,-145.455,-107730
-68.981,-144.796,-107732
-69.009,-144.057,-107734
-69.037,-143.246,-107736
-69.065,-142.697,-107738
-69.092,-142.554,-107740
-69.12,-142.83,-107742
-69.148,-143.411,-107744
-69.176,-144.255,-107746
-69.203,-145.243,-107748
-69.231,-146.218,-107750
-69.259,-147.137,-107752
-69.287,-147.994,-107754
-69.315,-148.782,-107756
-69.342,-149.489,-107758
-69.37,-150.086,-107760
-69.398,-150.582,-107762
-69.426,-150.982,-107764
-69.453,-151.27,-107766
-69.481,-151.46,-107768
-69.509,-151.545,-107770
-69.537,-151.527,-107772
-69.565,-151.429,-107774
-69.592,-151.242,-107776
-69.62,-150.978,-107778
-69.648,-150.641,-107780
-69.676,-150.276,-107782
-69.703,-149.861,-107784
-69.731,-149.357,-107786
-69.759,-148.729,-107788
-69.787,-147.96,-107790
-69.815,-147.057,-107792
-69.842,-146.023,-107794
-69.87,-144.872,-107796
-69.898,-143.619,-107798
-69.926,-142.25,-107800
-69.953,-140.729,-107802
-69.981,-139.039,-107804
-70.009,-137.165,-107806
-70.037,-135.076,-107808
-70.065,-132.733,-107810
-70.092,-130,-107812
-70.12,-126.83,-107814
-70.148,-123.228,-107816
-70.176,-119.027,-107818
-70.203,-114.168,-107820
-70.231,-108.299,-107822
-70.259,-101.908,-107824
-70.287,-96.622,-107826
-70.315,-95.999,-107828
-70.342,-96.47,-107830
-70.37,-97.092,-107832
-70.398,-97.842,-107834
-70.426,-98.701,-107836
-70.453,-99.642,-107838
-70.481,-100.721,-107840
-70.509,-101.97,-107842
-70.537,-103.332,-107844
-70.565,-104.747,-107846
-70.592,-106.209,-107848
-70.62,-107.815,-107850
-70.648,-109.445,-107852
-70.676,-111.104,-107854
-70.703,-112.85,-107856
-70.731,-114.626,-107858
-70.759,-116.399,-107860
-70.787,-118.135,-107862
-70.815,-119.814,-107864
-70.842,-121.452,-107866
-70.87,-123.104,-107868
-70.898,-124.76,-107870
-70.926,-126.414,-107872
-70.953,-128.024,-107874
-70.981,-129.561,-107876
-71.009,-131.008,-107878
-71.037,-132.345,-107880
-71.065,-133.574,-107882
-71.092,-134.697,-107884
-71.12,-135.71,-107886
-71.148,-136.63,-107888
-71.176,-137.489,-107890
-71.203,-138.254,-107892
-71.231,-138.925,-107894
-71.259,-139.692,-107896
-71.287,-140.545,-107898
-71.315,-141.418,-107900
-71.342,-142.331,-107902
-71.37,-143.279,-107904
-71.398,-144.192,-107906
-71.426,-144.948,-107908
-71.453,-145.596,-107910
-71.481,-146.347,-107912
-71.509,-147.264,-107914
-71.537,-148.397,-107916
-71.565,-149.666,-107918
-71.592,-150.875,-107920
-71.62,-152.018,-107922
-71.648,-153.107,-107924
-71.676,-154.082,-107926
-71.703,-154.884,-107928
-71.731,-155.429,-107930
-71.759,-155.847,-107932
-71.787,-156.139,-107934
-71.815,-156.19,-107936
-71.842,-156.002,-107938
-71.87,-155.533,-107940
-71.898,-154.618,-107942
-71.926,-153.369,-107944
-71.953,-151.841,-107946
-71.981,-150.068,-107948
-72.009,-148.064,-107950
-72.037,-145.823,-107952
-72.065,-143.376,-107954
-72.092,-140.745,-107956
-72.12,-138.029,-107958
-72.148,-135.298,-107960
-72.176,-132.618,-107962
-72.203,-130.013,-107964
-72.231,-127.487,-107966
-72.259,-125.065,-107968
-72.287,-122.794,-107970
-72.315,-120.677,-107972
-72.342,-118.666,-107974
-72.37,-116.821,-107976
-72.398,-115.177,-107978
-72.426,-113.788,-107980
-72.453,-112.53,-107982
-72.481,-111.369,-107984
-72.509,-110.299,-107986
-72.537,-109.387,-107988
-72.565,-108.624,-107990
-72.592,-107.967,-107992
-72.62,-107.398,-107994
-72.648,-106.971,-107996
-72.676,-106.657,-107998
-72.703,-106.479,-108000
-72.731,-106.655,-108002
-72.759,-106.964,-108004
-72.787,-107.386,-108006
-72.815,-107.955,-108008
-72.842,-108.609,-108010
-72.87,-109.368,-108012
-72.898,-110.278,-108014
-72.926,-111.353,-108016
-72.953,-112.512,-108018
-72.981,-113.767,-108020
-73.009,-115.156,-108022
-73.037,-116.811,-108024
-73.065,-118.665,-108026
-73.092,-120.673,-108028
-73.12,-122.799,-108030
-73.148,-125.077,-108032
-73.176,-127.517,-108034
-73.203,-130.054,-108036
-73.231,-132.676,-108038
-73.259,-135.366,-108040
-73.287,-138.107,-108042
-73.315,-140.838,-108044
-73.342,-143.493,-108046
-73.37,-145.939,-108048
-73.398,-148.184,-108050
-73.426,-150.21,-108052
-73.453,-151.999,-108054
-73.481,-153.529,-108056
-73.509,-154.773,-108058
-73.537,-155.678,-108060
-73.565,-156.156,-108062
-73.592,-156.344,-108064
-73.62,-156.292,-108066
-73.648,-155.988,-108068
-73.676,-155.555,-108070
-73.703,-155.006,-108072
-73.731,-154.194,-108074
-73.759,-153.219,-108076
-73.787,-152.153,-108078
-73.815,-151.017,-108080
-73.842,-149.797,-108082
-73.87,-148.533,-108084
-73.898,-147.398,-108086
-73.926,-146.491,-108088
-73.953,-145.761,-108090
-73.981,-145.091,-108092
-74.009,-144.381,-108094
-74.037,-143.663,-108096
-74.065,-143.197,-108098
-74.092,-143.147,-108100
-74.12,-143.508,-108102
-74.148,-144.112,-108104
-74.176,-144.983,-108106
-74.203,-146.019,-108108
-74.231,-147.059,-108110
-74.259,-148.048,-108112
-74.287,-148.972,-108114
-74.315,-149.819,-108116
-74.342,-150.542,-108118
-74.37,-151.123,-108120
-74.398,-151.595,-108122
-74.426,-151.961,-108124
-74.453,-152.206,-108126
-74.481,-152.296,-108128
-74.509,-152.268,-108130
-74.537,-152.145,-108132
-74.565,-151.931,-108134
-74.592,-151.639,-108136
-74.62,-151.265,-108138
-74.648,-150.815,-108140
-74.676,-150.304,-108142
-74.703,-149.742,-108144
-74.731,-149.143,-108146
-74.759,-148.446,-108148
-74.787,-147.631,-108150
-74.815,-146.671,-108152
-74.842,-145.593,-108154
-74.87,-144.416,-108156
-74.898,-143.159,-108158
-74.926,-141.804,-108160
-74.953,-140.318,-108162
-74.981,-138.682,-108164
-75.009,-136.867,-108166
-75.037,-134.846,-108168
-75.065,-132.633,-108170
-75.092,-130.09,-108172
-75.12,-127.118,-108174
-75.148,-123.684,-108176
-75.176,-119.688,-108178
-75.203,-115.068,-108180
-75.231,-109.401,-108182
-75.259,-102.888,-108184
-75.287,-97.044,-108186
-75.315,-95.383,-108188
-75.342,-95.788,-108190
-75.37,-96.402,-108192
-75.398,-97.157,-108194
-75.426,-98.003,-108196
-75.453,-98.938,-108198
-75.481,-99.971,-108200
-75.509,-101.109,-108202
-75.537,-102.44,-108204
-75.565,-103.851,-108206
-75.592,-105.304,-108208
-75.62,-106.87,-108210
-75.648,-108.469,-108212
-75.676,-110.117,-108214
-75.703,-111.878,-108216
-75.731,-113.691,-108218
-75.759,-115.52,-108220
-75.787,-117.281,-108222
-75.815,-119.02,-108224
-75.842,-120.741,-108226
-75.87,-122.507,-108228
-75.898,-124.263,-108230
-75.926,-125.984,-108232
-75.953,-127.664,-108234
-75.981,-129.283,-108236
-76.009,-130.827,-108238
-76.037,-132.237,-108240
-76.065,-133.518,-108242
-76.092,-134.703,-108244
-76.12,-135.772,-108246
-76.148,-136.718,-108248
-76.176,-137.596,-108250
-76.203,-138.394,-108252
-76.231,-139.118,-108254
-76.259,-139.956,-108256
-76.287,-140.851,-108258
-76.315,-141.712,-108260
-76.342,-142.624,-108262
-76.37,-143.577,-108264
-76.398,-144.493,-108266
-76.426,-145.277,-108268
-76.453,-145.951,-108270
-76.481,-146.648,-108272
-76.509,-147.546,-108274
-76.537,-148.696,-108276
-76.565,-149.99,-108278
-76.592,-151.232,-108280
-76.62,-152.368,-108282
-76.648,-153.393,-108284
-76.676,-154.357,-108286
-76.703,-155.188,-108288
-76.731,-155.751,-108290
-76.759,-156.204,-108292
-76.787,-156.543,-108294
-76.815,-156.611,-108296
-76.842,-156.43,-108298
-76.87,-155.946,-108300
-76.898,-155.074,-108302
-76.926,-153.861,-108304
-76.953,-152.34,-108306
-76.981,-150.537,-108308
-77.009,-148.489,-108310
-77.037,-146.244,-108312
-77.065,-143.796,-108314
-77.092,-141.092,-108316
-77.12,-138.338,-108318
-77.148,-135.594,-108320
-77.176,-132.909,-108322
-77.203,-130.235,-108324
-77.231,-127.606,-108326
-77.259,-125.155,-108328
-77.287,-122.837,-108330
-77.315,-120.664,-108332
-77.342,-118.674,-108334
-77.37,-116.778,-108336
-77.398,-115.031,-108338
-77.426,-113.592,-108340
-77.453,-112.303,-108342
-77.481,-111.113,-108344
-77.509,-110.011,-108346
-77.537,-109.091,-108348
-77.565,-108.312,-108350
-77.592,-107.631,-108352
-77.62,-107.065,-108354
-77.648,-106.666,-108356
-77.676,-106.349,-108358
-77.703,-106.146,-108360
-77.731,-106.345,-108362
-77.759,-106.659,-108364
-77.787,-107.053,-108366
-77.815,-107.614,-108368
-77.842,-108.293,-108370
-77.87,-109.07,-108372
-77.898,-109.988,-108374
-77.926,-111.089,-108376
-77.953,-112.282,-108378
-77.981,-113.576,-108380
-78.009,-115.019,-108382
-78.037,-116.778,-108384
-78.065,-118.675,-108386
-78.092,-120.67,-108388
-78.12,-122.843,-108390
-78.148,-125.171,-108392
-78.176,-127.633,-108394
-78.203,-130.281,-108396
-78.231,-132.96,-108398
-78.259,-135.648,-108400
-78.287,-138.399,-108402
-78.315,-141.172,-108404
-78.342,-143.886,-108406
-78.37,-146.346,-108408
-78.398,-148.604,-108410
-78.426,-150.666,-108412
-78.453,-152.474,-108414
-78.481,-153.997,-108416
-78.509,-155.211,-108418
-78.537,-156.08,-108420
-78.565,-156.572,-108422
-78.592,-156.752,-108424
-78.62,-156.675,-108426
-78.648,-156.323,-108428
-78.676,-155.865,-108430
-78.703,-155.307,-108432
-78.731,-154.476,-108434
-78.759,-153.514,-108436
-78.787,-152.502,-108438
-78.815,-151.381,-108440
-78.842,-150.144,-108442
-78.87,-148.851,-108444
-78.898,-147.701,-108446
-78.926,-146.808,-108448
-78.953,-146.122,-108450
-78.981,-145.429,-108452
-79.009,-144.718,-108454
-79.037,-144.06,-108456
-79.065,-143.718,-108458
-79.092,-143.741,-108460
-79.12,-144.103,-108462
-79.148,-144.739,-108464
-79.176,-145.668,-108466
-79.203,-146.77,-108468
-79.231,-147.875,-108470
-79.259,-148.893,-108472
-79.287,-149.808,-108474
-79.315,-150.619,-108476
-79.342,-151.32,-108478
-79.37,-151.904,-108480
-79.398,-152.361,-108482
-79.426,-152.681,-108484
-79.453,-152.847,-108486
-79.481,-152.809,-108488
-79.509,-152.65,-108490
-79.537,-152.412,-108492
-79.565,-152.091,-108494
-79.592,-151.669,-108496
-79.62,-151.143,-108498
-79.648,-150.551,-108500
-79.676,-149.936,-108502
-79.703,-149.27,-108504
-79.731,-148.538,-108506
-79.759,-147.745,-108508
-79.787,-146.873,-108510
-79.815,-145.881,-108512
-79.842,-144.766,-108514
-79.87,-143.54,-108516
-79.898,-142.229,-108518
-79.926,-140.856,-108520
-79.953,-139.406,-108522
-79.981,-137.845,-108524
-80.009,-136.124,-108526
-80.037,-134.19,-108528
-80.065,-132.029,-108530
-80.092,-129.601,-108532
-80.12,-126.745,-108534
-80.148,-123.434,-108536
-80.176,-119.638,-108538
-80.203,-115.227,-108540
-80.231,-109.753,-108542
-80.259,-103.323,-108544
-80.287,-97.103,-108546
-80.315,-94.636,-108548
-80.342,-95.005,-108550
-80.37,-95.614,-108552
-80.398,-96.348,-108554
-80.426,-97.147,-108556
-80.453,-98.061,-108558
-80.481,-99.085,-108560
-80.509,-100.21,-108562
-80.537,-101.485,-108564
-80.565,-102.87,-108566
-80.592,-104.327,-108568
-80.62,-105.821,-108570
-80.648,-107.387,-108572
-80.676,-109.049,-108574
-80.703,-110.863,-108576
-80.731,-112.698,-108578
-80.759,-114.531,-108580
-80.787,-116.305,-108582
-80.815,-118.109,-108584
-80.842,-119.94,-108586
-80.87,-121.793,-108588
-80.898,-123.642,-108590
-80.926,-125.476,-108592
-80.953,-127.241,-108594
-80.981,-128.974,-108596
-81.009,-130.637,-108598
-81.037,-132.134,-108600
-81.065,-133.471,-108602
-81.092,-134.686,-108604
-81.12,-135.807,-108606
-81.148,-136.845,-108608
-81.176,-137.786,-108610
-81.203,-138.599,-108612
-81.231,-139.304,-108614
-81.259,-140.155,-108616
-81.287,-141.112,-108618
-81.315,-142.052,-108620
-81.342,-142.956,-108622
-81.37,-143.862,-108624
-81.398,-144.776,-108626
-81.426,-145.576,-108628
-81.453,-146.279,-108630
-81.481,-146.997,-108632
-81.509,-147.901,-108634
-81.537,-149.04,-108636
-81.565,-150.315,-108638
-81.592,-151.523,-108640
-81.62,-152.635,-108642
-81.648,-153.675,-108644
-81.676,-154.651,-108646
-81.703,-155.486,-108648
-81.731,-156.043,-108650
-81.759,-156.509,-108652
-81.787,-156.873,-108654
-81.815,-156.99,-108656
-81.842,-156.831,-108658
-81.87,-156.346,-108660
-81.898,-155.48,-108662
-81.926,-154.273,-108664
-81.953,-152.759,-108666
-81.981,-150.958,-108668
-82.009,-148.896,-108670
-82.037,-146.608,-108672
-82.065,-144.109,-108674
-82.092,-141.399,-108676
-82.12,-138.603,-108678
-82.148,-135.812,-108680
-82.176,-133.131,-108682
-82.203,-130.444,-108684
-82.231,-127.775,-108686
-82.259,-125.263,-108688
-82.287,-122.918,-108690
-82.315,-120.727,-108692
-82.342,-118.692,-108694
-82.37,-116.77,-108696
-82.398,-114.996,-108698
-82.426,-113.486,-108700
-82.453,-112.132,-108702
-82.481,-110.873,-108704
-82.509,-109.718,-108706
-82.537,-108.747,-108708
-82.565,-107.932,-108710
-82.592,-107.24,-108712
-82.62,-106.691,-108714
-82.648,-106.304,-108716
-82.676,-105.984,-108718
-82.703,-105.751,-108720
-82.731,-105.98,-108722
-82.759,-106.296,-108724
-82.787,-106.679,-108726
-82.815,-107.222,-108728
-82.842,-107.91,-108730
-82.87,-108.724,-108732
-82.898,-109.695,-108734
-82.926,-110.851,-108736
-82.953,-112.114,-108738
-82.981,-113.474,-108740
-83.009,-114.992,-108742
-83.037,-116.767,-108744
-83.065,-118.7,-108746
-83.092,-120.756,-108748
-83.12,-122.95,-108750
-83.148,-125.3,-108752
-83.176,-127.813,-108754
-83.203,-130.484,-108756
-83.231,-133.181,-108758
-83.259,-135.881,-108760
-83.287,-138.675,-108762
-83.315,-141.47,-108764
-83.342,-144.184,-108766
-83.37,-146.693,-108768
-83.398,-148.993,-108770
-83.426,-151.065,-108772
-83.453,-152.871,-108774
-83.481,-154.392,-108776
-83.509,-155.606,-108778
-83.537,-156.484,-108780
-83.565,-156.96,-108782
-83.592,-157.108,-108784
-83.62,-156.981,-108786
-83.648,-156.62,-108788
-83.676,-156.16,-108790
-83.703,-155.606,-108792
-83.731,-154.785,-108794
-83.759,-153.816,-108796
-83.787,-152.76,-108798
-83.815,-151.658,-108800
-83.842,-150.473,-108802
-83.87,-149.237,-108804
-83.898,-148.117,-108806
-83.926,-147.209,-108808
-83.953,-146.476,-108810
-83.981,-145.794,-108812
-84.009,-145.117,-108814
-84.037,-144.512,-108816
-84.065,-144.256,-108818
-84.092,-144.344,-108820
-84.12,-144.75,-108822
-84.148,-145.45,-108824
-84.176,-146.412,-108826
-84.203,-147.527,-108828
-84.231,-148.637,-108830
-84.259,-149.657,-108832
-84.287,-150.544,-108834
-84.315,-151.28,-108836
-84.342,-151.912,-108838
-84.37,-152.444,-108840
-84.398,-152.86,-108842
-84.426,-153.118,-108844
-84.453,-153.193,-108846
-84.481,-153.052,-108848
-84.509,-152.782,-108850
-84.537,-152.405,-108852
-84.565,-151.938,-108854
-84.592,-151.392,-108856
-84.62,-150.784,-108858
-84.648,-150.083,-108860
-84.676,-149.319,-108862
-84.703,-148.502,-108864
-84.731,-147.637,-108866
-84.759,-146.714,-108868
-84.787,-145.743,-108870
-84.815,-144.706,-108872
-84.842,-143.57,-108874
-84.87,-142.328,-108876
-84.898,-140.991,-108878
-84.926,-139.584,-108880
-84.953,-138.118,-108882
-84.981,-136.582,-108884
-85.009,-134.912,-108886
-85.037,-133.022,-108888
-85.065,-130.916,-108890
-85.092,-128.559,-108892
-85.12,-125.803,-108894
-85.148,-122.633,-108896
-85.176,-118.965,-108898
-85.203,-114.63,-108900
-85.231,-109.311,-108902
-85.259,-102.93,-108904
-85.287,-96.637,-108906
-85.315,-93.68,-108908
-85.342,-94.085,-108910
-85.37,-94.692,-108912
-85.398,-95.38,-108914
-85.426,-96.155,-108916
-85.453,-97.032,-108918
-85.481,-98.021,-108920
-85.509,-99.139,-108922
-85.537,-100.417,-108924
-85.565,-101.801,-108926
-85.592,-103.254,-108928
-85.62,-104.679,-108930
-85.648,-106.239,-108932
-85.676,-107.962,-108934
-85.703,-109.788,-108936
-85.731,-111.623,-108938
-85.759,-113.462,-108940
-85.787,-115.335,-108942
-85.815,-117.225,-108944
-85.842,-119.132,-108946
-85.87,-121.104,-108948
-85.898,-123.049,-108950
-85.926,-124.946,-108952
-85.953,-126.816,-108954
-85.981,-128.657,-108956
-86.009,-130.414,-108958
-86.037,-131.994,-108960
-86.065,-133.407,-108962
-86.092,-134.684,-108964
-86.12,-135.889,-108966
-86.148,-137.02,-108968
-86.176,-138.01,-108970
-86.203,-138.844,-108972
-86.231,-139.597,-108974
-86.259,-140.465,-108976
-86.287,-141.419,-108978
-86.315,-142.372,-108980
-86.342,-143.294,-108982
-86.37,-144.236,-108984
-86.398,-145.196,-108986
-86.426,-146.017,-108988
-86.453,-146.721,-108990
-86.481,-147.47,-108992
-86.509,-148.386,-108994
-86.537,-149.491,-108996
-86.565,-150.691,-108998
-86.592,-151.858,-109000
-86.62,-152.97,-109002
-86.648,-154.037,-109004
-86.676,-154.999,-109006
-86.703,-155.795,-109008
-86.731,-156.342,-109010
-86.759,-156.802,-109012
-86.787,-157.171,-109014
-86.815,-157.303,-109016
-86.842,-157.187,-109018
-86.87,-156.752,-109020
-86.898,-155.849,-109022
-86.926,-154.612,-109024
-86.953,-153.087,-109026
-86.981,-151.286,-109028
-87.009,-149.22,-109030
-87.037,-146.922,-109032
-87.065,-144.403,-109034
-87.092,-141.683,-109036
-87.12,-138.916,-109038
-87.148,-136.154,-109040
-87.176,-133.37,-109042
-87.203,-130.631,-109044
-87.231,-127.972,-109046
-87.259,-125.502,-109048
-87.287,-123.151,-109050
-87.315,-120.915,-109052
-87.342,-118.754,-109054
-87.37,-116.744,-109056
-87.398,-114.923,-109058
-87.426,-113.349,-109060
-87.453,-111.918,-109062
-87.481,-110.609,-109064
-87.509,-109.422,-109066
-87.537,-108.39,-109068
-87.565,-107.544,-109070
-87.592,-106.861,-109072
-87.62,-106.321,-109074
-87.648,-105.899,-109076
-87.676,-105.54,-109078
-87.703,-105.288,-109080
-87.731,-105.535,-109082
-87.759,-105.889,-109084
-87.787,-106.308,-109086
-87.815,-106.843,-109088
-87.842,-107.522,-109090
-87.87,-108.365,-109092
-87.898,-109.398,-109094
-87.926,-110.581,-109096
-87.953,-111.892,-109098
-87.981,-113.33,-109100
-88.009,-114.911,-109102
-88.037,-116.74,-109104
-88.065,-118.759,-109106
-88.092,-120.935,-109108
-88.12,-123.183,-109110
-88.148,-125.54,-109112
-88.176,-128.009,-109114
-88.203,-130.67,-109116
-88.231,-133.418,-109118
-88.259,-136.223,-109120
-88.287,-138.99,-109122
-88.315,-141.758,-109124
-88.342,-144.478,-109126
-88.37,-147.008,-109128
-88.398,-149.313,-109130
-88.426,-151.376,-109132
-88.453,-153.182,-109134
-88.481,-154.719,-109136
-88.509,-155.967,-109138
-88.537,-156.869,-109140
-88.565,-157.297,-109142
-88.592,-157.41,-109144
-88.62,-157.281,-109146
-88.648,-156.923,-109148
-88.676,-156.46,-109150
-88.703,-155.903,-109152
-88.731,-155.119,-109154
-88.759,-154.178,-109156
-88.787,-153.138,-109158
-88.815,-152.042,-109160
-88.842,-150.893,-109162
-88.87,-149.741,-109164
-88.898,-148.668,-109166
-88.926,-147.752,-109168
-88.953,-147.012,-109170
-88.981,-146.305,-109172
-89.009,-145.618,-109174
-89.037,-145.022,-109176
-89.065,-144.842,-109178
-89.092,-145.014,-109180
-89.12,-145.486,-109182
-89.148,-146.228,-109184
-89.176,-147.188,-109186
-89.203,-148.262,-109188
-89.231,-149.32,-109190
-89.259,-150.281,-109192
-89.287,-151.12,-109194
-89.315,-151.825,-109196
-89.342,-152.396,-109198
-89.37,-152.842,-109200
-89.398,-153.148,-109202
-89.426,-153.3,-109204
-89.453,-153.282,-109206
-89.481,-153.012,-109208
-89.509,-152.599,-109210
-89.537,-152.08,-109212
-89.565,-151.496,-109214
-89.592,-150.848,-109216
-89.62,-150.128,-109218
-89.648,-149.277,-109220
-89.676,-148.351,-109222
-89.703,-147.404,-109224
-89.731,-146.452,-109226
-89.759,-145.447,-109228
-89.787,-144.373,-109230
-89.815,-143.237,-109232
-89.842,-142.04,-109234
-89.87,-140.766,-109236
-89.898,-139.406,-109238
-89.926,-137.975,-109240
-89.953,-136.488,-109242
-89.981,-134.96,-109244
-90.009,-133.334,-109246
-90.037,-131.485,-109248
-90.065,-129.381,-109250
-90.092,-127.05,-109252
-90.12,-124.373,-109254
-90.148,-121.262,-109256
-90.176,-117.619,-109258
-90.203,-113.349,-109260
-90.231,-108.111,-109262
-90.259,-101.862,-109264
-90.287,-95.733,-109266
-90.315,-92.593,-109268
-90.342,-92.995,-109270
-90.37,-93.601,-109272
-90.398,-94.282,-109274
-90.426,-95.063,-109276
-90.453,-95.929,-109278
-90.481,-96.883,-109280
-90.509,-97.965,-109282
-90.537,-99.245,-109284
-90.565,-100.627,-109286
-90.592,-102.079,-109288
-90.62,-103.491,-109290
-90.648,-105.052,-109292
-90.676,-106.794,-109294
-90.703,-108.609,-109296
-90.731,-110.472,-109298
-90.759,-112.372,-109300
-90.787,-114.342,-109302
-90.815,-116.305,-109304
-90.842,-118.271,-109306
-90.87,-120.361,-109308
-90.898,-122.407,-109310
-90.926,-124.392,-109312
-90.953,-126.375,-109314
-90.981,-128.309,-109316
-91.009,-130.194,-109318
-91.037,-131.864,-109320
-91.065,-133.379,-109322
-91.092,-134.773,-109324
-91.12,-136.05,-109326
-91.148,-137.209,-109328
-91.176,-138.25,-109330
-91.203,-139.161,-109332
-91.231,-139.977,-109334
-91.259,-140.864,-109336
-91.287,-141.832,-109338
-91.315,-142.798,-109340
-91.342,-143.71,-109342
-91.37,-144.661,-109344
-91.398,-145.682,-109346
-91.426,-146.564,-109348
-91.453,-147.311,-109350
-91.481,-148.055,-109352
-91.509,-148.971,-109354
-91.537,-150.028,-109356
-91.565,-151.129,-109358
-91.592,-152.261,-109360
-91.62,-153.353,-109362
-91.648,-154.336,-109364
-91.676,-155.246,-109366
-91.703,-156.034,-109368
-91.731,-156.634,-109370
-91.759,-157.114,-109372
-91.787,-157.471,-109374
-91.815,-157.603,-109376
-91.842,-157.495,-109378
-91.87,-157.081,-109380
-91.898,-156.206,-109382
-91.926,-154.965,-109384
-91.953,-153.409,-109386
-91.981,-151.603,-109388
-92.009,-149.57,-109390
-92.037,-147.261,-109392
-92.065,-144.697,-109394
-92.092,-141.981,-109396
-92.12,-139.209,-109398
-92.148,-136.411,-109400
-92.176,-133.588,-109402
-92.203,-130.828,-109404
-92.231,-128.174,-109406
-92.259,-125.684,-109408
-92.287,-123.29,-109410
-92.315,-120.98,-109412
-92.342,-118.782,-109414
-92.37,-116.722,-109416
-92.398,-114.819,-109418
-92.426,-113.118,-109420
-92.453,-111.595,-109422
-92.481,-110.241,-109424
-92.509,-109.052,-109426
-92.537,-107.989,-109428
-92.565,-107.087,-109430
-92.592,-106.355,-109432
-92.62,-105.766,-109434
-92.648,-105.335,-109436
-92.676,-105.011,-109438
-92.703,-104.805,-109440
-92.731,-105.005,-109442
-92.759,-105.322,-109444
-92.787,-105.745,-109446
-92.815,-106.331,-109448
-92.842,-107.058,-109450
-92.87,-107.96,-109452
-92.898,-109.022,-109454
-92.926,-110.211,-109456
-92.953,-111.566,-109458
-92.981,-113.092,-109460
-93.009,-114.803,-109462
-93.037,-116.717,-109464
-93.065,-118.782,-109466
-93.092,-120.984,-109468
-93.12,-123.305,-109470
-93.148,-125.717,-109472
