y,z,b
-120.926,-119.552,-111472
-120.953,-122.361,-111474
-120.981,-125.141,-111476
-121.009,-127.851,-111478
-121.037,-130.345,-111480
-121.065,-132.662,-111482
-121.092,-134.816,-111484
-121.12,-136.856,-111486
-121.148,-138.732,-111488
-121.176,-140.425,-111490
-121.203,-141.836,-111492
-121.231,-143.018,-111494
-121.259,-144.144,-111496
-121.287,-145.206,-111498
-121.315,-146.161,-111500
-121.342,-147.08,-111502
-121.37,-147.967,-111504
-121.398,-148.779,-111506
-121.426,-149.42,-111508
-121.453,-149.918,-111510
-121.481,-150.366,-111512
-121.509,-150.989,-111514
-121.537,-151.803,-111516
-121.565,-152.729,-111518
-121.592,-153.631,-111520
-121.62,-154.484,-111522
-121.648,-155.309,-111524
-121.676,-156.103,-111526
-121.703,-156.819,-111528
-121.731,-157.379,-111530
-121.759,-157.805,-111532
-121.787,-158.092,-111534
-121.815,-158.222,-111536
-121.842,-158.098,-111538
-121.87,-157.665,-111540
-121.898,-156.812,-111542
-121.926,-155.581,-111544
-121.953,-153.989,-111546
-121.981,-152.057,-111548
-122.009,-149.841,-111550
-122.037,-147.425,-111552
-122.065,-144.833,-111554
-122.092,-141.888,-111556
-122.12,-138.885,-111558
-122.148,-135.914,-111560
-122.176,-132.97,-111562
-122.203,-130.061,-111564
-122.231,-127.202,-111566
-122.259,-124.459,-111568
-122.287,-121.811,-111570
-122.315,-119.245,-111572
-122.342,-116.787,-111574
-122.37,-114.439,-111576
-122.398,-112.23,-111578
-122.426,-110.275,-111580
-122.453,-108.497,-111582
-122.481,-106.853,-111584
-122.509,-105.346,-111586
-122.537,-103.991,-111588
-122.565,-102.84,-111590
-122.592,-101.975,-111592
-122.62,-101.305,-111594
-122.648,-100.826,-111596
-122.676,-100.425,-111598
-122.703,-100.102,-111600
-122.731,-100.415,-111602
-122.759,-100.805,-111604
-122.787,-101.274,-111606
-122.815,-101.935,-111608
-122.842,-102.788,-111610
-122.87,-103.927,-111612
-122.898,-105.274,-111614
-122.926,-106.777,-111616
-122.953,-108.415,-111618
-122.981,-110.192,-111620
-123.009,-112.138,-111622
-123.037,-114.334,-111624
-123.065,-116.673,-111626
-123.092,-119.126,-111628
-123.12,-121.675,-111630
-123.148,-124.32,-111632
-123.176,-127.064,-111634
-123.203,-129.911,-111636
-123.231,-132.826,-111638
-123.259,-135.783,-111640
-123.287,-138.758,-111642
-123.315,-141.761,-111644
-123.342,-144.72,-111646
-123.37,-147.315,-111648
-123.398,-149.755,-111650
-123.426,-151.981,-111652
-123.453,-153.922,-111654
-123.481,-155.528,-111656
-123.509,-156.773,-111658
-123.537,-157.638,-111660
-123.565,-158.09,-111662
-123.592,-158.234,-111664
-123.62,-158.101,-111666
-123.648,-157.798,-111668
-123.676,-157.378,-111670
-123.703,-156.837,-111672
-123.731,-156.146,-111674
-123.759,-155.373,-111676
-123.787,-154.555,-111678
-123.815,-153.716,-111680
-123.842,-152.83,-111682
-123.87,-151.906,-111684
-123.898,-151.107,-111686
-123.926,-150.515,-111688
-123.953,-150.1,-111690
-123.981,-149.619,-111692
-124.009,-149.15,-111694
-124.037,-148.757,-111696
-124.065,-148.633,-111698
-124.092,-148.802,-111700
-124.12,-149.216,-111702
-124.148,-149.758,-111704
-124.176,-150.35,-111706
-124.203,-150.919,-111708
-124.231,-151.31,-111710
-124.259,-151.451,-111712
-124.287,-151.33,-111714
-124.315,-151.019,-111716
-124.342,-150.537,-111718
-124.37,-149.906,-111720
-124.398,-149.078,-111722
-124.426,-148.06,-111724
-124.453,-146.848,-111726
-124.481,-145.46,-111728
-124.509,-143.946,-111730
-124.537,-142.325,-111732
-124.565,-140.625,-111734
-124.592,-138.869,-111736
-124.62,-137.07,-111738
-124.648,-135.217,-111740
-124.676,-133.327,-111742
-124.703,-131.486,-111744
-124.731,-129.673,-111746
-124.759,-127.87,-111748
-124.787,-126.043,-111750
-124.815,-124.185,-111752
-124.842,-122.291,-111754
-124.87,-120.393,-111756
-124.898,-118.502,-111758
-124.926,-116.623,-111760
-124.953,-114.687,-111762
-124.981,-112.673,-111764
-125.009,-110.582,-111766
-125.037,-108.284,-111768
-125.065,-105.688,-111770
-125.092,-102.752,-111772
-125.12,-99.265,-111774
-125.148,-95.235,-111776
-125.176,-90.747,-111778
-125.203,-86.076,-111780
-125.231,-83.011,-111782
-125.259,-82.022,-111784
-125.287,-82.01,-111786
-125.315,-82.256,-111788
-125.342,-82.638,-111790
-125.37,-83.102,-111792
-125.398,-83.664,-111794
-125.426,-84.368,-111796
-125.453,-85.145,-111798
-125.481,-86.013,-111800
-125.509,-87.015,-111802
-125.537,-88.183,-111804
-125.565,-89.455,-111806
-125.592,-90.835,-111808
-125.62,-92.385,-111810
-125.648,-94.04,-111812
-125.676,-95.836,-111814
-125.703,-97.851,-111816
-125.731,-100.046,-111818
-125.759,-102.354,-111820
-125.787,-104.729,-111822
-125.815,-107.218,-111824
-125.842,-109.841,-111826
-125.87,-112.598,-111828
-125.898,-115.431,-111830
-125.926,-118.325,-111832
-125.953,-121.228,-111834
-125.981,-124.115,-111836
-126.009,-126.956,-111838
-126.037,-129.615,-111840
-126.065,-132.081,-111842
-126.092,-134.354,-111844
-126.12,-136.479,-111846
-126.148,-138.45,-111848
-126.176,-140.288,-111850
-126.203,-141.825,-111852
-126.231,-143.113,-111854
-126.259,-144.286,-111856
-126.287,-145.395,-111858
-126.315,-146.45,-111860
-126.342,-147.413,-111862
-126.37,-148.304,-111864
-126.398,-149.123,-111866
-126.426,-149.774,-111868
-126.453,-150.262,-111870
-126.481,-150.684,-111872
-126.509,-151.261,-111874
-126.537,-152.042,-111876
-126.565,-152.963,-111878
-126.592,-153.84,-111880
-126.62,-154.666,-111882
-126.648,-155.504,-111884
-126.676,-156.266,-111886
-126.703,-156.907,-111888
-126.731,-157.393,-111890
-126.759,-157.787,-111892
-126.787,-158.096,-111894
-126.815,-158.236,-111896
-126.842,-158.088,-111898
-126.87,-157.586,-111900
-126.898,-156.666,-111902
-126.926,-155.368,-111904
-126.953,-153.714,-111906
-126.981,-151.732,-111908
-127.009,-149.47,-111910
-127.037,-146.979,-111912
-127.065,-144.264,-111914
-127.092,-141.284,-111916
-127.12,-138.263,-111918
-127.148,-135.262,-111920
-127.176,-132.217,-111922
-127.203,-129.256,-111924
-127.231,-126.404,-111926
-127.259,-123.628,-111928
-127.287,-120.955,-111930
-127.315,-118.387,-111932
-127.342,-115.924,-111934
-127.37,-113.597,-111936
-127.398,-111.428,-111938
-127.426,-109.437,-111940
-127.453,-107.61,-111942
-127.481,-105.932,-111944
-127.509,-104.382,-111946
-127.537,-103.005,-111948
-127.565,-101.861,-111950
-127.592,-100.983,-111952
-127.62,-100.276,-111954
-127.648,-99.751,-111956
-127.676,-99.337,-111958
-127.703,-99.051,-111960
-127.731,-99.325,-111962
-127.759,-99.726,-111964
-127.787,-100.24,-111966
-127.815,-100.937,-111968
-127.842,-101.804,-111970
-127.87,-102.938,-111972
-127.898,-104.305,-111974
-127.926,-105.847,-111976
-127.953,-107.516,-111978
-127.981,-109.334,-111980
-128.009,-111.318,-111982
-128.037,-113.475,-111984
-128.065,-115.785,-111986
-128.092,-118.241,-111988
-128.12,-120.8,-111990
-128.148,-123.467,-111992
-128.176,-126.238,-111994
-128.203,-129.078,-111996
-128.231,-132.045,-111998
-128.259,-135.089,-112000
-128.287,-138.087,-112002
-128.315,-141.105,-112004
-128.342,-144.082,-112006
-128.37,-146.826,-112008
-128.398,-149.343,-112010
-128.426,-151.613,-112012
-128.453,-153.602,-112014
-128.481,-155.272,-112016
-128.509,-156.593,-112018
-128.537,-157.532,-112020
-128.565,-158.048,-112022
-128.592,-158.218,-112024
-128.62,-158.084,-112026
-128.648,-157.793,-112028
-128.676,-157.424,-112030
-128.703,-156.983,-112032
-128.731,-156.369,-112034
-128.759,-155.627,-112036
-128.787,-154.791,-112038
-128.815,-153.978,-112040
-128.842,-153.13,-112042
-128.87,-152.22,-112044
-128.898,-151.429,-112046
-128.926,-150.83,-112048
-128.953,-150.394,-112050
-128.981,-149.94,-112052
-129.009,-149.439,-112054
-129.037,-148.931,-112056
-129.065,-148.683,-112058
-129.092,-148.715,-112060
-129.12,-148.99,-112062
-129.148,-149.426,-112064
-129.176,-149.942,-112066
-129.203,-150.391,-112068
-129.231,-150.61,-112070
-129.259,-150.562,-112072
-129.287,-150.256,-112074
-129.315,-149.802,-112076
-129.342,-149.159,-112078
-129.37,-148.309,-112080
-129.398,-147.254,-112082
-129.426,-146.05,-112084
-129.453,-144.679,-112086
-129.481,-143.127,-112088
-129.509,-141.43,-112090
-129.537,-139.639,-112092
-129.565,-137.766,-112094
-129.592,-135.812,-112096
-129.62,-133.82,-112098
-129.648,-131.823,-112100
-129.676,-129.811,-112102
-129.703,-127.812,-112104
-129.731,-125.834,-112106
-129.759,-123.877,-112108
-129.787,-121.924,-112110
-129.815,-119.953,-112112
-129.842,-117.938,-112114
-129.87,-115.921,-112116
-129.898,-113.917,-112118
-129.926,-111.931,-112120
-129.953,-109.901,-112122
-129.981,-107.76,-112124
-130.009,-105.466,-112126
-130.037,-102.949,-112128
-130.065,-100.132,-112130
-130.092,-96.923,-112132
-130.12,-93.296,-112134
-130.148,-89.164,-112136
-130.176,-84.723,-112138
-130.203,-81.584,-112140
-130.231,-80.322,-112142
-130.259,-80.049,-112144
-130.287,-80.179,-112146
-130.315,-80.43,-112148
-130.342,-80.754,-112150
-130.37,-81.176,-112152
-130.398,-81.746,-112154
-130.426,-82.456,-112156
-130.453,-83.209,-112158
-130.481,-84.055,-112160
-130.509,-85.026,-112162
-130.537,-86.157,-112164
-130.565,-87.433,-112166
-130.592,-88.838,-112168
-130.62,-90.34,-112170
-130.648,-91.99,-112172
-130.676,-93.829,-112174
-130.703,-95.886,-112176
-130.731,-98.095,-112178
-130.759,-100.403,-112180
-130.787,-102.811,-112182
-130.815,-105.367,-112184
-130.842,-108.085,-112186
-130.87,-110.95,-112188
-130.898,-113.908,-112190
-130.926,-116.905,-112192
-130.953,-119.871,-112194
-130.981,-122.835,-112196
-131.009,-125.803,-112198
-131.037,-128.584,-112200
-131.065,-131.188,-112202
-131.092,-133.622,-112204
-131.12,-135.879,-112206
-131.148,-137.979,-112208
-131.176,-139.899,-112210
-131.203,-141.515,-112212
-131.231,-142.928,-112214
-131.259,-144.235,-112216
-131.287,-145.442,-112218
-131.315,-146.547,-112220
-131.342,-147.576,-112222
-131.37,-148.54,-112224
-131.398,-149.414,-112226
-131.426,-150.058,-112228
-131.453,-150.501,-112230
-131.481,-150.991,-112232
-131.509,-151.647,-112234
-131.537,-152.482,-112236
-131.565,-153.406,-112238
-131.592,-154.262,-112240
-131.62,-155.064,-112242
-131.648,-155.883,-112244
-131.676,-156.585,-112246
-131.703,-157.152,-112248
-131.731,-157.539,-112250
-131.759,-157.85,-112252
-131.787,-158.081,-112254
-131.815,-158.154,-112256
-131.842,-157.937,-112258
-131.87,-157.381,-112260
-131.898,-156.388,-112262
-131.926,-155.015,-112264
-131.953,-153.299,-112266
-131.981,-151.253,-112268
-132.009,-148.912,-112270
-132.037,-146.304,-112272
-132.065,-143.466,-112274
-132.092,-140.455,-112276
-132.12,-137.414,-112278
-132.148,-134.381,-112280
-132.176,-131.3,-112282
-132.203,-128.297,-112284
-132.231,-125.414,-112286
-132.259,-122.66,-112288
-132.287,-119.989,-112290
-132.315,-117.392,-112292
-132.342,-114.923,-112294
-132.37,-112.589,-112296
-132.398,-110.415,-112298
-132.426,-108.418,-112300
-132.453,-106.592,-112302
-132.481,-104.918,-112304
-132.509,-103.355,-112306
-132.537,-101.97,-112308
-132.565,-100.807,-112310
-132.592,-99.893,-112312
-132.62,-99.178,-112314
-132.648,-98.62,-112316
-132.676,-98.197,-112318
-132.703,-97.961,-112320
-132.731,-98.185,-112322
-132.759,-98.595,-112324
-132.787,-99.141,-112326
-132.815,-99.845,-112328
-132.842,-100.748,-112330
-132.87,-101.9,-112332
-132.898,-103.272,-112334
-132.926,-104.823,-112336
-132.953,-106.486,-112338
-132.981,-108.298,-112340
-133.009,-110.281,-112342
-133.037,-112.45,-112344
-133.065,-114.769,-112346
-133.092,-117.227,-112348
-133.12,-119.815,-112350
-133.148,-122.47,-112352
-133.176,-125.208,-112354
-133.203,-128.084,-112356
-133.231,-131.081,-112358
-133.259,-134.152,-112360
-133.287,-137.181,-112362
-133.315,-140.225,-112364
-133.342,-143.24,-112366
-133.37,-146.092,-112368
-133.398,-148.716,-112370
-133.426,-151.08,-112372
-133.453,-153.149,-112374
-133.481,-154.886,-112376
-133.509,-156.28,-112378
-133.537,-157.296,-112380
-133.565,-157.876,-112382
-133.592,-158.14,-112384
-133.62,-158.115,-112386
-133.648,-157.943,-112388
-133.676,-157.671,-112390
-133.703,-157.31,-112392
-133.731,-156.804,-112394
-133.759,-156.149,-112396
-133.787,-155.358,-112398
-133.815,-154.555,-112400
-133.842,-153.683,-112402
-133.87,-152.741,-112404
-133.898,-151.875,-112406
-133.926,-151.172,-112408
-133.953,-150.645,-112410
-133.981,-150.192,-112412
-134.009,-149.655,-112414
-134.037,-149.05,-112416
-134.065,-148.679,-112418
-134.092,-148.586,-112420
-134.12,-148.743,-112422
-134.148,-149.003,-112424
-134.176,-149.314,-112426
-134.203,-149.578,-112428
-134.231,-149.609,-112430
-134.259,-149.372,-112432
-134.287,-148.891,-112434
-134.315,-148.216,-112436
-134.342,-147.333,-112438
-134.37,-146.291,-112440
-134.398,-145.08,-112442
-134.426,-143.68,-112444
-134.453,-142.097,-112446
-134.481,-140.328,-112448
-134.509,-138.412,-112450
-134.537,-136.457,-112452
-134.565,-134.463,-112454
-134.592,-132.386,-112456
-134.62,-130.243,-112458
-134.648,-128.054,-112460
-134.676,-125.868,-112462
-134.703,-123.704,-112464
-134.731,-121.576,-112466
-134.759,-119.482,-112468
-134.787,-117.403,-112470
-134.815,-115.315,-112472
-134.842,-113.186,-112474
-134.87,-111.057,-112476
-134.898,-108.907,-112478
-134.926,-106.807,-112480
-134.953,-104.627,-112482
-134.981,-102.316,-112484
-135.009,-99.762,-112486
-135.037,-96.998,-112488
-135.065,-94.003,-112490
-135.092,-90.584,-112492
-135.12,-86.895,-112494
-135.148,-83.065,-112496
-135.176,-79.74,-112498
-135.203,-78.484,-112500
-135.231,-78.082,-112502
-135.259,-78.06,-112504
-135.287,-78.218,-112506
-135.315,-78.468,-112508
-135.342,-78.766,-112510
-135.37,-79.178,-112512
-135.398,-79.74,-112514
-135.426,-80.418,-112516
-135.453,-81.131,-112518
-135.481,-81.943,-112520
-135.509,-82.891,-112522
-135.537,-84.071,-112524
-135.565,-85.353,-112526
-135.592,-86.714,-112528
-135.62,-88.178,-112530
-135.648,-89.816,-112532
-135.676,-91.665,-112534
-135.703,-93.754,-112536
-135.731,-96.001,-112538
-135.759,-98.35,-112540
-135.787,-100.794,-112542
-135.815,-103.376,-112544
-135.842,-106.146,-112546
-135.87,-109.091,-112548
-135.898,-112.131,-112550
-135.926,-115.203,-112552
-135.953,-118.266,-112554
-135.981,-121.365,-112556
-136.009,-124.436,-112558
-136.037,-127.326,-112560
-136.065,-130.072,-112562
-136.092,-132.649,-112564
-136.12,-135.047,-112566
-136.148,-137.293,-112568
-136.176,-139.343,-112570
-136.203,-141.066,-112572
-136.231,-142.564,-112574
-136.259,-143.972,-112576
-136.287,-145.289,-112578
-136.315,-146.491,-112580
-136.342,-147.608,-112582
-136.37,-148.656,-112584
-136.398,-149.596,-112586
-136.426,-150.303,-112588
-136.453,-150.816,-112590
-136.481,-151.404,-112592
-136.509,-152.163,-112594
-136.537,-153.085,-112596
-136.565,-154.054,-112598
-136.592,-154.96,-112600
-136.62,-155.779,-112602
-136.648,-156.523,-112604
-136.676,-157.131,-112606
-136.703,-157.594,-112608
-136.731,-157.914,-112610
-136.759,-158.114,-112612
-136.787,-158.203,-112614
-136.815,-158.132,-112616
-136.842,-157.784,-112618
-136.87,-157.107,-112620
-136.898,-156.03,-112622
-136.926,-154.578,-112624
-136.953,-152.74,-112626
-136.981,-150.56,-112628
-137.009,-148.102,-112630
-137.037,-145.418,-112632
-137.065,-142.534,-112634
-137.092,-139.46,-112636
-137.12,-136.355,-112638
-137.148,-133.265,-112640
-137.176,-130.169,-112642
-137.203,-127.148,-112644
-137.231,-124.231,-112646
-137.259,-121.509,-112648
-137.287,-118.859,-112650
-137.315,-116.259,-112652
-137.342,-113.777,-112654
-137.37,-111.435,-112656
-137.398,-109.263,-112658
-137.426,-107.339,-112660
-137.453,-105.529,-112662
-137.481,-103.808,-112664
-137.509,-102.276,-112666
-137.537,-100.898,-112668
-137.565,-99.73,-112670
-137.592,-98.804,-112672
-137.62,-98.087,-112674
-137.648,-97.537,-112676
-137.676,-97.098,-112678
-137.703,-96.824,-112680
-137.731,-97.086,-112682
-137.759,-97.513,-112684
-137.787,-98.05,-112686
-137.815,-98.756,-112688
-137.842,-99.67,-112690
-137.87,-100.826,-112692
-137.898,-102.188,-112694
-137.926,-103.704,-112696
-137.953,-105.417,-112698
-137.981,-107.213,-112700
-138.009,-109.116,-112702
-138.037,-111.273,-112704
-138.065,-113.597,-112706
-138.092,-116.064,-112708
-138.12,-118.649,-112710
-138.148,-121.285,-112712
-138.176,-123.987,-112714
-138.203,-126.899,-112716
-138.231,-129.907,-112718
-138.259,-132.988,-112720
-138.287,-136.077,-112722
-138.315,-139.188,-112724
-138.342,-142.264,-112726
-138.37,-145.151,-112728
-138.398,-147.85,-112730
-138.426,-150.329,-112732
-138.453,-152.546,-112734
-138.481,-154.42,-112736
-138.509,-155.903,-112738
-138.537,-157.011,-112740
-138.565,-157.744,-112742
-138.592,-158.148,-112744
-138.62,-158.264,-112746
-138.648,-158.214,-112748
-138.676,-158.062,-112750
-138.703,-157.802,-112752
-138.731,-157.367,-112754
-138.759,-156.8,-112756
-138.787,-156.103,-112758
-138.815,-155.289,-112760
-138.842,-154.38,-112762
-138.87,-153.407,-112764
-138.898,-152.46,-112766
-138.926,-151.654,-112768
-138.953,-151.001,-112770
-138.981,-150.407,-112772
-139.009,-149.765,-112774
-139.037,-149.115,-112776
-139.065,-148.646,-112778
-139.092,-148.403,-112780
-139.12,-148.369,-112782
-139.148,-148.431,-112784
-139.176,-148.529,-112786
-139.203,-148.581,-112788
-139.231,-148.375,-112790
-139.259,-147.917,-112792
-139.287,-147.199,-112794
-139.315,-146.287,-112796
-139.342,-145.219,-112798
-139.37,-143.951,-112800
-139.398,-142.499,-112802
-139.426,-140.869,-112804
-139.453,-139.064,-112806
-139.481,-137.105,-112808
-139.509,-135.025,-112810
-139.537,-132.898,-112812
-139.565,-130.721,-112814
-139.592,-128.464,-112816
-139.62,-126.16,-112818
-139.648,-123.812,-112820
-139.676,-121.452,-112822
-139.703,-119.158,-112824
-139.731,-116.919,-112826
-139.759,-114.708,-112828
-139.787,-112.509,-112830
-139.815,-110.295,-112832
-139.842,-108.034,-112834
-139.87,-105.745,-112836
-139.898,-103.452,-112838
-139.926,-101.202,-112840
-139.953,-98.851,-112842
-139.981,-96.326,-112844
-140.009,-93.53,-112846
-140.037,-90.59,-112848
-140.065,-87.467,-112850
-140.092,-84.176,-112852
-140.12,-80.608,-112854
-140.148,-77.778,-112856
-140.176,-76.458,-112858
-140.203,-76.072,-112860
-140.231,-75.97,-112862
-140.259,-76.017,-112864
-140.287,-76.166,-112866
-140.315,-76.422,-112868
-140.342,-76.725,-112870
-140.37,-77.137,-112872
-140.398,-77.683,-112874
-140.426,-78.297,-112876
-140.453,-79.012,-112878
-140.481,-79.811,-112880
-140.509,-80.716,-112882
-140.537,-81.897,-112884
-140.565,-83.159,-112886
-140.592,-84.481,-112888
-140.62,-85.967,-112890
-140.648,-87.581,-112892
-140.676,-89.397,-112894
-140.703,-91.451,-112896
-140.731,-93.682,-112898
-140.759,-96.063,-112900
-140.787,-98.554,-112902
-140.815,-101.152,-112904
-140.842,-103.95,-112906
-140.87,-106.956,-112908
-140.898,-110.081,-112910
-140.926,-113.251,-112912
-140.953,-116.43,-112914
-140.981,-119.633,-112916
-141.009,-122.803,-112918
-141.037,-125.824,-112920
-141.065,-128.719,-112922
-141.092,-131.441,-112924
-141.12,-133.97,-112926
-141.148,-136.343,-112928
-141.176,-138.559,-112930
-141.203,-140.414,-112932
-141.231,-142.047,-112934
-141.259,-143.561,-112936
-141.287,-144.984,-112938
-141.315,-146.333,-112940
-141.342,-147.561,-112942
-141.37,-148.678,-112944
-141.398,-149.673,-112946
-141.426,-150.5,-112948
-141.453,-151.19,-112950
-141.481,-151.878,-112952
-141.509,-152.75,-112954
-141.537,-153.762,-112956
-141.565,-154.769,-112958
-141.592,-155.693,-112960
-141.62,-156.495,-112962
-141.648,-157.15,-112964
-141.676,-157.687,-112966
-141.703,-158.101,-112968
-141.731,-158.277,-112970
-141.759,-158.361,-112972
-141.787,-158.357,-112974
-141.815,-158.178,-112976
-141.842,-157.673,-112978
-141.87,-156.808,-112980
-141.898,-155.604,-112982
-141.926,-154.02,-112984
-141.953,-152.043,-112986
-141.981,-149.718,-112988
-142.009,-147.142,-112990
-142.037,-144.351,-112992
-142.065,-141.374,-112994
-142.092,-138.255,-112996
-142.12,-135.098,-112998
-142.148,-131.942,-113000
-142.176,-128.845,-113002
-142.203,-125.828,-113004
-142.231,-122.901,-113006
-142.259,-120.186,-113008
-142.287,-117.531,-113010
-142.315,-114.923,-113012
-142.342,-112.458,-113014
-142.37,-110.149,-113016
-142.398,-108.009,-113018
-142.426,-106.098,-113020
-142.453,-104.298,-113022
-142.481,-102.588,-113024
-142.509,-101.093,-113026
-142.537,-99.731,-113028
-142.565,-98.555,-113030
-142.592,-97.667,-113032
-142.62,-96.954,-113034
-142.648,-96.384,-113036
-142.676,-95.921,-113038
-142.703,-95.628,-113040
-142.731,-95.908,-113042
-142.759,-96.358,-113044
-142.787,-96.915,-113046
-142.815,-97.615,-113048
-142.842,-98.489,-113050
-142.87,-99.65,-113052
-142.898,-100.997,-113054
-142.926,-102.477,-113056
-142.953,-104.165,-113058
-142.981,-105.954,-113060
-143.009,-107.849,-113062
-143.037,-109.971,-113064
-143.065,-112.259,-113066
-143.092,-114.703,-113068
-143.12,-117.298,-113070
-143.148,-119.937,-113072
-143.176,-122.64,-113074
-143.203,-125.545,-113076
-143.231,-128.544,-113078
-143.259,-131.627,-113080
-143.287,-134.781,-113082
-143.315,-137.934,-113084
-143.342,-141.043,-113086
-143.37,-144.044,-113088
-143.398,-146.859,-113090
-143.426,-149.454,-113092
-143.453,-151.805,-113094
-143.481,-153.816,-113096
-143.509,-155.442,-113098
-143.537,-156.688,-113100
-143.565,-157.596,-113102
-143.592,-158.154,-113104
-143.62,-158.393,-113106
-143.648,-158.434,-113108
-143.676,-158.403,-113110
-143.703,-158.285,-113112
-143.731,-157.904,-113114
-143.759,-157.399,-113116
-143.787,-156.772,-113118
-143.815,-156.004,-113120
-143.842,-155.089,-113122
-143.87,-154.061,-113124
-143.898,-152.989,-113126
-143.926,-152.067,-113128
-143.953,-151.354,-113130
-143.981,-150.608,-113132
-144.009,-149.835,-113134
-144.037,-149.072,-113136
-144.065,-148.504,-113138
-144.092,-148.12,-113140
-144.12,-147.889,-113142
-144.148,-147.735,-113144
-144.176,-147.579,-113146
-144.203,-147.361,-113148
-144.231,-146.885,-113150
-144.259,-146.136,-113152
-144.287,-145.167,-113154
-144.315,-144.046,-113156
-144.342,-142.73,-113158
-144.37,-141.211,-113160
-144.398,-139.493,-113162
-144.426,-137.634,-113164
-144.453,-135.638,-113166
-144.481,-133.486,-113168
-144.509,-131.217,-113170
-144.537,-128.885,-113172
-144.565,-126.503,-113174
-144.592,-124.051,-113176
-144.62,-121.567,-113178
-144.648,-119.064,-113180
-144.676,-116.582,-113182
-144.703,-114.183,-113184
-144.731,-111.859,-113186
-144.759,-109.511,-113188
-144.787,-107.16,-113190
-144.815,-104.787,-113192
-144.842,-102.4,-113194
-144.87,-100.015,-113196
-144.898,-97.621,-113198
-144.926,-95.203,-113200
-144.953,-92.625,-113202
-144.981,-89.893,-113204
-145.009,-86.978,-113206
-145.037,-83.984,-113208
-145.065,-81.023,-113210
-145.092,-78.151,-113212
-145.12,-75.564,-113214
-145.148,-74.387,-113216
-145.176,-73.976,-113218
-145.203,-73.858,-113220
-145.231,-73.858,-113222
-145.259,-73.935,-113224
-145.287,-74.073,-113226
-145.315,-74.294,-113228
-145.342,-74.584,-113230
-145.37,-74.982,-113232
-145.398,-75.498,-113234
-145.426,-76.119,-113236
-145.453,-76.839,-113238
-145.481,-77.618,-113240
-145.509,-78.492,-113242
-145.537,-79.636,-113244
-145.565,-80.886,-113246
-145.592,-82.234,-113248
-145.62,-83.688,-113250
-145.648,-85.27,-113252
-145.676,-87.052,-113254
-145.703,-89.079,-113256
-145.731,-91.277,-113258
-145.759,-93.63,-113260
-145.787,-96.117,-113262
-145.815,-98.742,-113264
-145.842,-101.577,-113266
-145.87,-104.611,-113268
-145.898,-107.766,-113270
-145.926,-111.007,-113272
-145.953,-114.296,-113274
-145.981,-117.594,-113276
-146.009,-120.869,-113278
-146.037,-124.053,-113280
-146.065,-127.091,-113282
-146.092,-129.956,-113284
-146.12,-132.635,-113286
-146.148,-135.174,-113288
-146.176,-137.538,-113290
-146.203,-139.549,-113292
-146.231,-141.341,-113294
-146.259,-143,-113296
-146.287,-144.558,-113298
-146.315,-146.023,-113300
-146.342,-147.407,-113302
-146.37,-148.675,-113304
-146.398,-149.8,-113306
-146.426,-150.73,-113308
-146.453,-151.497,-113310
-146.481,-152.243,-113312
-146.509,-153.229,-113314
-146.537,-154.366,-113316
-146.565,-155.442,-113318
-146.592,-156.365,-113320
-146.62,-157.124,-113322
-146.648,-157.724,-113324
-146.676,-158.2,-113326
-146.703,-158.546,-113328
-146.731,-158.599,-113330
-146.759,-158.547,-113332
-146.787,-158.411,-113334
-146.815,-158.062,-113336
-146.842,-157.408,-113338
-146.87,-156.428,-113340
-146.898,-155.073,-113342
-146.926,-153.334,-113344
-146.953,-151.233,-113346
-146.981,-148.792,-113348
-147.009,-146.069,-113350
-147.037,-143.146,-113352
-147.065,-140.041,-113354
-147.092,-136.896,-113356
-147.12,-133.709,-113358
-147.148,-130.506,-113360
-147.176,-127.401,-113362
-147.203,-124.379,-113364
-147.231,-121.453,-113366
-147.259,-118.721,-113368
-147.287,-116.079,-113370
-147.315,-113.508,-113372
-147.342,-111.081,-113374
-147.37,-108.795,-113376
-147.398,-106.653,-113378
-147.426,-104.718,-113380
-147.453,-102.953,-113382
-147.481,-101.347,-113384
-147.509,-99.865,-113386
-147.537,-98.508,-113388
-147.565,-97.323,-113390
-147.592,-96.444,-113392
-147.62,-95.736,-113394
-147.648,-95.149,-113396
-147.676,-94.684,-113398
-147.703,-94.433,-113400
-147.731,-94.67,-113402
-147.759,-95.121,-113404
-147.787,-95.695,-113406
-147.815,-96.388,-113408
-147.842,-97.253,-113410
-147.87,-98.426,-113412
-147.898,-99.769,-113414
-147.926,-101.239,-113416
-147.953,-102.819,-113418
-147.981,-104.56,-113420
-148.009,-106.482,-113422
-148.037,-108.609,-113424
-148.065,-110.88,-113426
-148.092,-113.288,-113428
-148.12,-115.829,-113430
-148.148,-118.445,-113432
-148.176,-121.164,-113434
-148.203,-124.07,-113436
-148.231,-127.087,-113438
-148.259,-130.185,-113440
-148.287,-133.369,-113442
-148.315,-136.547,-113444
-148.342,-139.687,-113446
-148.37,-142.802,-113448
-148.398,-145.749,-113450
-148.426,-148.492,-113452
-148.453,-150.957,-113454
-148.481,-153.094,-113456
-148.509,-154.879,-113458
-148.537,-156.277,-113460
-148.565,-157.283,-113462
-148.592,-157.987,-113464
-148.62,-158.402,-113466
-148.648,-158.618,-113468
